Time [s];Raw Voltage [V];Calibrated Force [mN];Frequency [Hz]
3729186397.412;0.00336;-0.66483;1.85125
3729186397.422;0.00341;4.37415;1.85649
3729186397.432;0.00344;6.89364;1.8314
3729186397.442;0.00334;-2.23951;1.82775
3729186397.452;0.00333;-3.8142;1.8113
3729186397.462;0.00338;1.53972;1.8016
3729186397.472;0.00337;-0.03496;1.79307
3729186397.482;0.00339;1.85466;1.77037
3729186397.492;0.00336;-0.97977;1.75435
3729186397.502;0.00338;1.53972;1.73503
3729186397.512;0.00342;4.68909;1.72663
3729186397.522;0.00343;5.94883;1.73096
3729186397.532;0.00339;1.85466;1.75045
3729186397.542;0.00341;4.37415;1.76189
3729186397.552;0.00342;4.68909;1.79272
3729186397.562;0.00341;4.05922;1.82229
3729186397.572;0.00339;2.48453;1.84421
3729186397.582;0.00342;5.00403;1.87031
3729186397.592;0.00333;-3.18432;1.86709
3729186397.602;0.00342;5.6339;1.87027
3729186397.612;0.00336;-0.34989;1.87392
3729186397.622;0.00334;-2.23951;1.85923
3729186397.632;0.00332;-4.44407;1.85874
3729186397.642;0.00336;-0.66483;1.83528
3729186397.652;0.00341;4.37415;1.83355
3729186397.662;0.0033;-6.33369;1.845
3729186397.672;0.00332;-4.12913;1.8391
3729186397.682;0.00332;-4.759;1.8485
3729186397.692;0.00331;-5.38888;1.85129
3729186397.702;0.00336;-0.34989;1.83868
3729186397.712;0.0034;3.11441;1.84449
3729186397.722;0.00337;0.27998;1.84681
3729186397.732;0.00334;-2.86939;1.8435
3729186397.742;0.00335;-1.60964;1.8479
3729186397.752;0.00338;0.90985;1.84851
3729186397.762;0.00339;1.85466;1.86356
3729186397.772;0.00336;-0.66483;1.88112
3729186397.782;0.00331;-5.70381;1.86891
3729186397.792;0.00336;-0.66483;1.88054
3729186397.802;0.00334;-2.23951;1.88369
3729186397.812;0.00335;-1.2947;1.89845
3729186397.822;0.00335;-1.92458;1.91634
3729186397.832;0.00333;-3.49926;1.90834
3729186397.842;0.00334;-2.23951;1.9234
3729186397.852;0.00334;-2.86939;1.92024
3729186397.862;0.0032;-16.41165;1.91199
3729186397.872;0.00333;-3.49926;1.90898
3729186397.882;0.00337;0.27998;1.89289
3729186397.892;0.00339;1.85466;1.91394
3729186397.902;0.0033;-6.64862;1.89917
3729186397.912;0.00333;-3.49926;1.88356
3729186397.922;0.00343;6.26377;1.8741
3729186397.932;0.00333;-3.8142;1.86529
3729186397.942;0.00335;-1.60964;1.85582
3729186397.952;0.00334;-2.86939;1.85791
3729186397.962;0.00336;-0.97977;1.84794
3729186397.972;0.00336;-0.97977;1.84659
3729186397.982;0.00366;28.30932;1.83873
3729186397.992;0.00333;-3.18432;1.82024
3729186398.002;0.00338;1.22479;1.81834
3729186398.012;0.00336;-0.97977;1.79901
3729186398.022;0.00333;-3.8142;1.77828
3729186398.032;0.00337;-0.03496;1.76139
3729186398.042;0.00342;5.6339;1.73918
3729186398.052;0.00338;0.90985;1.74592
3729186398.062;0.00339;2.48453;1.73845
3729186398.072;0.00341;4.37415;1.73118
3729186398.082;0.00341;4.05922;1.76582
3729186398.092;0.00339;2.48453;1.79034
3729186398.102;0.00341;4.05922;1.80859
3729186398.112;0.00341;3.74428;1.83982
3729186398.122;0.00343;6.26377;1.85778
3729186398.132;0.00339;2.1696;1.8601
3729186398.142;0.00339;1.85466;1.86994
3729186398.152;0.00335;-1.92458;1.86138
3729186398.162;0.00337;0.27998;1.86283
3729186398.172;0.00334;-2.55445;1.85682
3729186398.182;0.00334;-2.23951;1.84219
3729186398.192;0.00337;-0.03496;1.84527
3729186398.202;0.00335;-1.60964;1.84754
3729186398.212;0.00335;-1.60964;1.84533
3729186398.222;0.00342;5.6339;1.84596
3729186398.232;0.00332;-4.759;1.83096
3729186398.242;0.00335;-1.2947;1.84427
3729186398.252;0.00336;-0.66483;1.84425
3729186398.262;0.00336;-0.34989;1.84089
3729186398.272;0.00336;-0.97977;1.84478
3729186398.282;0.00339;1.85466;1.83945
3729186398.292;0.00338;1.53972;1.84781
3729186398.302;0.00336;-0.34989;1.85673
3729186398.312;0.00336;-0.97977;1.85718
3729186398.322;0.00336;-0.66483;1.87012
3729186398.332;0.00333;-3.18432;1.8724
3729186398.342;0.00336;-0.97977;1.87695
3729186398.352;0.00323;-13.26229;1.89619
3729186398.362;0.00336;-0.34989;1.90152
3729186398.372;0.00339;2.48453;1.92186
3729186398.382;0.00335;-1.92458;1.92544
3729186398.392;0.00334;-2.86939;1.91952
3729186398.402;0.00337;0.27998;1.91684
3729186398.412;0.00342;4.68909;1.90361
3729186398.422;0.00333;-3.8142;1.90537
3729186398.432;0.00337;-0.03496;1.91611
3729186398.442;0.00337;-0.03496;1.88702
3729186398.452;0.00337;0.27998;1.88704
3729186398.462;0.00331;-5.38888;1.87094
3729186398.472;0.00352;14.76705;1.86288
3729186398.482;0.00333;-3.18432;1.8556
3729186398.492;0.00335;-1.60964;1.84554
3729186398.502;0.00336;-0.66483;1.85936
3729186398.512;0.00335;-1.2947;1.84206
3729186398.522;0.00337;0.27998;1.82415
3729186398.532;0.00333;-3.8142;1.8187
3729186398.542;0.00331;-6.01875;1.80428
3729186398.552;0.00338;1.53972;1.79222
3729186398.562;0.00336;-0.97977;1.7725
3729186398.572;0.00334;-2.55445;1.7583
3729186398.582;0.00337;0.27998;1.75064
3729186398.592;0.00339;1.85466;1.74764
3729186398.602;0.00338;0.90985;1.72638
3729186398.612;0.00337;0.59491;1.74168
3729186398.622;0.00339;2.48453;1.7638
3729186398.632;0.00342;5.31896;1.77873
3729186398.642;0.00339;1.85466;1.81537
3729186398.652;0.00339;1.85466;1.83537
3729186398.662;0.00341;3.74428;1.85088
3729186398.672;0.00336;-0.66483;1.85695
3729186398.682;0.00337;-0.03496;1.85742
3729186398.692;0.00337;0.27998;1.87729
3729186398.702;0.00336;-0.66483;1.86703
3729186398.712;0.00334;-2.23951;1.84852
3729186398.722;0.00337;0.59491;1.84411
3729186398.732;0.00334;-2.86939;1.83277
3729186398.742;0.00337;0.27998;1.83878
3729186398.752;0.00336;-0.66483;1.84036
3729186398.762;0.00333;-3.8142;1.83496
3729186398.772;0.00347;10.35794;1.84738
3729186398.782;0.00333;-3.8142;1.8469
3729186398.792;0.00339;2.48453;1.83702
3729186398.802;0.00338;0.90985;1.84413
3729186398.812;0.00336;-0.34989;1.83998
3729186398.822;0.00339;1.85466;1.83529
3729186398.832;0.00335;-1.2947;1.84335
3729186398.842;0.0034;2.79947;1.84684
3729186398.852;0.00339;1.85466;1.86469
3729186398.862;0.00334;-2.23951;1.87252
3729186398.872;0.00338;1.22479;1.87143
3729186398.882;0.00333;-3.18432;1.88553
3729186398.892;0.00337;0.27998;1.8945
3729186398.902;0.0034;3.11441;1.91387
3729186398.912;0.00335;-1.60964;1.9226
3729186398.922;0.00337;0.27998;1.90929
3729186398.932;0.00335;-1.2947;1.92649
3729186398.942;0.00339;1.85466;1.91775
3729186398.952;0.00337;0.27998;1.90959
3729186398.962;0.00334;-2.55445;1.90741
3729186398.972;0.00334;-2.55445;1.90379
3729186398.982;0.00328;-8.22331;1.9092
3729186398.992;0.00334;-2.23951;1.89079
3729186399.002;0.00337;-0.03496;1.87329
3729186399.012;0.00333;-3.8142;1.8666
3729186399.022;0.00333;-3.49926;1.85012
3729186399.032;0.00336;-0.66483;1.85535
3729186399.042;0.00334;-2.86939;1.85644
3729186399.052;0.00331;-5.70381;1.83703
3729186399.062;0.00336;-0.66483;1.84176
3729186399.072;0.00337;0.27998;1.82421
3729186399.082;0.00335;-1.92458;1.80924
3729186399.092;0.00333;-3.49926;1.80311
3729186399.102;0.00351;13.50731;1.77361
3729186399.112;0.00339;2.48453;1.77181
3729186399.122;0.00344;6.89364;1.76032
3729186399.132;0.00339;1.85466;1.73208
3729186399.142;0.0034;2.79947;1.73834
3729186399.152;0.00338;0.90985;1.7295
3729186399.162;0.0034;2.79947;1.74999
3729186399.172;0.00344;6.89364;1.78249
3729186399.182;0.0034;3.42934;1.81243
3729186399.192;0.00338;0.90985;1.8371
3729186399.202;0.00341;4.37415;1.86197
3729186399.212;0.0034;2.79947;1.86631
3729186399.222;0.00337;0.59491;1.87297
3729186399.232;0.00337;0.27998;1.88163
3729186399.242;0.0034;3.42934;1.85698
3729186399.252;0.00337;0.27998;1.85844
3729186399.262;0.00331;-5.38888;1.84259
3729186399.272;0.00338;0.90985;1.8316
3729186399.282;0.00333;-3.18432;1.83759
3729186399.292;0.00331;-5.70381;1.83668
3729186399.302;0.00335;-1.60964;1.85371
3729186399.312;0.00339;2.1696;1.84639
3729186399.322;0.00336;-0.34989;1.83834
3729186399.332;0.00331;-6.01875;1.85112
3729186399.342;0.00333;-3.8142;1.84569
3729186399.352;0.00336;-0.34989;1.84365
3729186399.362;0.00337;0.27998;1.84114
3729186399.372;0.00335;-1.92458;1.84633
3729186399.382;0.0034;3.11441;1.87284
3729186399.392;0.00341;3.74428;1.87245
3729186399.402;0.00334;-2.23951;1.86994
3729186399.412;0.00336;-0.66483;1.88222
3729186399.422;0.00338;1.22479;1.88444
3729186399.432;0.0034;2.79947;1.89195
3729186399.442;0.00337;-0.03496;1.91144
3729186399.452;0.00351;14.13718;1.90315
3729186399.462;0.00337;0.27998;1.91316
3729186399.472;0.0034;3.11441;1.91824
3729186399.482;0.00337;0.27998;1.9082
3729186399.492;0.00336;-0.66483;1.90057
3729186399.502;0.00333;-3.8142;1.89689
3729186399.512;0.00335;-1.60964;1.9163
3729186399.522;0.00332;-4.44407;1.90622
3729186399.532;0.00335;-1.92458;1.89119
3729186399.542;0.00335;-1.92458;1.87917
3729186399.552;0.00337;0.59491;1.86173
3729186399.562;0.00338;0.90985;1.86752
3729186399.572;0.00336;-0.34989;1.86736
3729186399.582;0.00334;-2.23951;1.84871
3729186399.592;0.00334;-2.23951;1.84707
3729186399.602;0.00334;-2.23951;1.84087
3729186399.612;0.00338;0.90985;1.82731
3729186399.622;0.0034;3.42934;1.81664
3729186399.632;0.00337;0.27998;1.79802
3729186399.642;0.00339;1.85466;1.78932
3729186399.652;0.00339;2.48453;1.783
3729186399.662;0.00341;4.05922;1.75171
3729186399.672;0.00339;1.85466;1.74045
3729186399.682;0.0034;2.79947;1.72879
3729186399.692;0.00338;1.53972;1.71931
3729186399.702;0.00334;-2.86939;1.74518
3729186399.712;0.00339;2.1696;1.77571
3729186399.722;0.00343;5.94883;1.80147
3729186399.732;0.00344;7.20858;1.82614
3729186399.742;0.00341;3.74428;1.83517
3729186399.752;0.00341;4.37415;1.85648
3729186399.762;0.00333;-3.18432;1.86921
3729186399.772;0.00338;1.22479;1.85286
3729186399.782;0.00336;-0.34989;1.85505
3729186399.792;0.00334;-2.86939;1.85231
3729186399.802;0.00334;-2.86939;1.84691
3729186399.812;0.00328;-8.53824;1.84133
3729186399.822;0.00338;1.22479;1.83772
3729186399.832;0.00336;-0.97977;1.85082
3729186399.842;0.00332;-4.12913;1.85839
3729186399.852;0.00334;-2.86939;1.83812
3729186399.862;0.00335;-1.92458;1.84381
3729186399.872;0.00336;-0.97977;1.84792
3729186399.882;0.00342;4.68909;1.84356
3729186399.892;0.00333;-3.49926;1.84891
3729186399.902;0.00336;-0.34989;1.83835
3729186399.912;0.00338;1.53972;1.85596
3729186399.922;0.00338;1.53972;1.8659
3729186399.932;0.00336;-0.66483;1.85828
3729186399.942;0.00349;11.61769;1.87677
3729186399.952;0.00333;-3.8142;1.878
3729186399.962;0.00337;0.59491;1.87989
3729186399.972;0.00335;-1.2947;1.89557
3729186399.982;0.00332;-4.12913;1.90194
3729186399.992;0.00338;1.53972;1.91402
3729186400.002;0.00329;-7.90837;1.91687
3729186400.012;0.00335;-1.92458;1.92554
3729186400.022;0.00334;-2.86939;1.92786
3729186400.032;0.00335;-1.92458;1.91213
3729186400.042;0.00336;-0.66483;1.92668
3729186400.052;0.00332;-5.07394;1.93
3729186400.062;0.00338;0.90985;1.91711
3729186400.072;0.00336;-0.66483;1.90212
3729186400.082;0.00332;-4.12913;1.87649
3729186400.092;0.00337;0.59491;1.87313
3729186400.102;0.00337;-0.03496;1.87258
3729186400.112;0.00337;0.59491;1.84342
3729186400.122;0.0034;3.11441;1.85085
3729186400.132;0.00336;-0.66483;1.84767
3729186400.142;0.00332;-4.44407;1.84253
3729186400.152;0.00337;0.27998;1.83396
3729186400.162;0.00336;-0.66483;1.80764
3729186400.172;0.00338;1.53972;1.80526
3729186400.182;0.00337;0.27998;1.79135
3729186400.192;0.00337;0.59491;1.76068
3729186400.202;0.00337;0.27998;1.75074
3729186400.212;0.00337;0.59491;1.72992
3729186400.222;0.0034;3.42934;1.7157
3729186400.232;0.00342;5.6339;1.71564
3729186400.242;0.0034;2.79947;1.73949
3729186400.252;0.00335;-1.2947;1.77303
3729186400.262;0.00344;6.89364;1.80317
3729186400.272;0.00342;5.6339;1.82624
3729186400.282;0.0034;2.79947;1.8464
3729186400.292;0.00341;4.37415;1.86633
3729186400.302;0.00339;2.48453;1.8572
3729186400.312;0.00335;-1.2947;1.86793
3729186400.322;0.00334;-2.55445;1.86179
3729186400.332;0.00337;0.27998;1.85619
3729186400.342;0.00334;-2.55445;1.85602
3729186400.352;0.00336;-0.97977;1.83374
3729186400.362;0.00335;-1.60964;1.84486
3729186400.372;0.00338;1.22479;1.85619
3729186400.382;0.00329;-7.2785;1.84032
3729186400.392;0.00339;1.85466;1.84501
3729186400.402;0.00335;-1.2947;1.84485
3729186400.412;0.00338;1.53972;1.84652
3729186400.422;0.00337;0.59491;1.84716
3729186400.432;0.00342;5.6339;1.83986
3729186400.442;0.00333;-3.18432;1.84869
3729186400.452;0.00334;-2.55445;1.8617
3729186400.462;0.00335;-1.92458;1.8513
3729186400.472;0.00335;-1.2947;1.86569
3729186400.482;0.00335;-1.2947;1.87256
3729186400.492;0.00338;1.22479;1.87448
3729186400.502;0.00335;-1.2947;1.87779
3729186400.512;0.00337;-0.03496;1.88181
3729186400.522;0.00335;-1.2947;1.91161
3729186400.532;0.00343;6.26377;1.9164
3729186400.542;0.00339;2.1696;1.91578
3729186400.552;0.00336;-0.66483;1.92762
3729186400.562;0.00338;0.90985;1.91278
3729186400.572;0.00335;-1.60964;1.92082
3729186400.582;0.00334;-2.86939;1.91593
3729186400.592;0.00337;-0.03496;1.91141
3729186400.602;0.00332;-4.12913;1.92073
3729186400.612;0.00329;-7.2785;1.90167
3729186400.622;0.00335;-1.92458;1.88828
3729186400.632;0.00334;-2.23951;1.87689
3729186400.642;0.00337;-0.03496;1.85916
3729186400.652;0.00336;-0.66483;1.85476
3729186400.662;0.00336;-0.34989;1.85436
3729186400.672;0.00335;-1.2947;1.84755
3729186400.682;0.00335;-1.60964;1.84469
3729186400.692;0.00331;-5.38888;1.82518
3729186400.702;0.0034;2.79947;1.81829
3729186400.712;0.00338;1.22479;1.81836
3729186400.722;0.00338;1.22479;1.78428
3729186400.732;0.00338;1.53972;1.77535
3729186400.742;0.00341;3.74428;1.76374
3729186400.752;0.00339;1.85466;1.73554
3729186400.762;0.0034;3.11441;1.73602
3729186400.772;0.00338;1.53972;1.72946
3729186400.782;0.00341;4.37415;1.74335
3729186400.792;0.0034;3.11441;1.77737
3729186400.802;0.00337;0.27998;1.78971
3729186400.812;0.0034;3.11441;1.81746
3729186400.822;0.0034;3.42934;1.84026
3729186400.832;0.00338;0.90985;1.84626
3729186400.842;0.00341;3.74428;1.85511
3729186400.852;0.00336;-0.66483;1.85299
3729186400.862;0.0034;3.11441;1.85083
3729186400.872;0.00336;-0.34989;1.85424
3729186400.882;0.00333;-3.18432;1.845
3729186400.892;0.00334;-2.23951;1.8445
3729186400.902;0.00335;-1.60964;1.84985
3729186400.912;0.00335;-1.92458;1.83672
3729186400.922;0.00346;8.78326;1.84638
3729186400.932;0.00334;-2.55445;1.8471
3729186400.942;0.00338;0.90985;1.84256
3729186400.952;0.00335;-1.60964;1.84963
3729186400.962;0.00337;-0.03496;1.83794
3729186400.972;0.00341;4.05922;1.85081
3729186400.982;0.00335;-1.60964;1.85899
3729186400.992;0.00331;-5.38888;1.84414
3729186401.002;0.00337;0.27998;1.85983
3729186401.012;0.00333;-3.18432;1.86322
3729186401.022;0.0033;-6.96356;1.87363
3729186401.032;0.00337;-0.03496;1.87845
3729186401.042;0.00335;-1.2947;1.87739
3729186401.052;0.00337;0.59491;1.90089
3729186401.062;0.00334;-2.23951;1.91104
3729186401.072;0.00336;-0.97977;1.91164
3729186401.082;0.00335;-1.2947;1.92247
3729186401.092;0.00333;-3.18432;1.9295
3729186401.102;0.0034;2.79947;1.93317
3729186401.112;0.00333;-3.18432;1.92686
3729186401.122;0.00336;-0.66483;1.91302
3729186401.132;0.00336;-0.66483;1.92727
3729186401.142;0.00335;-1.60964;1.9176
3729186401.152;0.00337;0.59491;1.89919
3729186401.162;0.00336;-0.34989;1.88917
3729186401.172;0.00333;-3.49926;1.86057
3729186401.182;0.00335;-1.2947;1.85998
3729186401.192;0.00335;-1.2947;1.8501
3729186401.202;0.00338;0.90985;1.85068
3729186401.212;0.00337;-0.03496;1.85339
3729186401.222;0.00335;-1.60964;1.83746
3729186401.232;0.00335;-1.60964;1.83876
3729186401.242;0.00335;-1.92458;1.82887
3729186401.252;0.00335;-1.92458;1.80131
3729186401.262;0.0034;3.11441;1.78752
3729186401.272;0.00336;-0.97977;1.77314
3729186401.282;0.00341;3.74428;1.75344
3729186401.292;0.0034;3.42934;1.73665
3729186401.302;0.00337;0.27998;1.72753
3729186401.312;0.0034;3.42934;1.71749
3729186401.322;0.00339;2.1696;1.73445
3729186401.332;0.0034;2.79947;1.75877
3729186401.342;0.00342;4.68909;1.78795
3729186401.352;0.00345;8.15339;1.82179
3729186401.362;0.00339;2.1696;1.83568
3729186401.372;0.00339;2.1696;1.85938
3729186401.382;0.00335;-1.60964;1.8585
3729186401.392;0.00337;-0.03496;1.85933
3729186401.402;0.00335;-1.2947;1.86731
3729186401.412;0.00333;-3.8142;1.8616
3729186401.422;0.00334;-2.55445;1.86008
3729186401.432;0.00337;0.27998;1.85276
3729186401.442;0.00335;-1.60964;1.83102
3729186401.452;0.00338;0.90985;1.84468
3729186401.462;0.00336;-0.97977;1.85137
3729186401.472;0.00338;1.22479;1.85221
3729186401.482;0.00336;-0.97977;1.85371
3729186401.492;0.00333;-3.18432;1.84809
3729186401.502;0.00339;1.85466;1.85675
3729186401.512;0.00339;2.48453;1.86634
3729186401.522;0.00334;-2.55445;1.84691
3729186401.532;0.00338;1.53972;1.85391
3729186401.542;0.00335;-1.60964;1.86263
3729186401.552;0.00337;-0.03496;1.86489
3729186401.562;0.00336;-0.66483;1.874
3729186401.572;0.00337;-0.03496;1.87498
3729186401.582;0.00339;1.85466;1.89339
3729186401.592;0.00335;-1.60964;1.89371
3729186401.602;0.00336;-0.66483;1.90447
3729186401.612;0.00333;-3.49926;1.92114
3729186401.622;0.00341;3.74428;1.92033
3729186401.632;0.00337;0.27998;1.93287
3729186401.642;0.00341;4.05922;1.93411
3729186401.652;0.00336;-0.97977;1.91599
3729186401.662;0.00335;-1.92458;1.92081
3729186401.672;0.00337;-0.03496;1.91652
3729186401.682;0.00339;1.85466;1.92074
3729186401.692;0.00334;-2.86939;1.91319
3729186401.702;0.00335;-1.2947;1.8881
3729186401.712;0.00335;-1.60964;1.87599
3729186401.722;0.00331;-6.01875;1.86836
3729186401.732;0.00337;-0.03496;1.85712
3729186401.742;0.0034;2.79947;1.86177
3729186401.752;0.00335;-1.2947;1.84943
3729186401.762;0.00336;-0.66483;1.85262
3729186401.772;0.00332;-4.44407;1.8427
3729186401.782;0.00333;-3.8142;1.81359
3729186401.792;0.00339;1.85466;1.81153
3729186401.802;0.00334;-2.86939;1.79494
3729186401.812;0.00338;1.22479;1.77313
3729186401.822;0.00339;2.48453;1.76392
3729186401.832;0.0034;2.79947;1.73868
3729186401.842;0.0035;12.5625;1.72894
3729186401.852;0.00337;-0.03496;1.71798
3729186401.862;0.00335;-1.2947;1.72375
3729186401.872;0.00341;3.74428;1.76687
3729186401.882;0.0034;3.11441;1.80123
3729186401.892;0.0034;3.42934;1.81213
3729186401.902;0.0035;13.19237;1.83816
3729186401.912;0.00338;1.22479;1.85594
3729186401.922;0.00348;10.98782;1.85358
3729186401.932;0.00336;-0.97977;1.85709
3729186401.942;0.00336;-0.34989;1.85243
3729186401.952;0.00335;-1.60964;1.86122
3729186401.962;0.00332;-4.44407;1.86407
3729186401.972;0.00333;-3.8142;1.82834
3729186401.982;0.00334;-2.23951;1.83219
3729186401.992;0.00336;-0.34989;1.84124
3729186402.002;0.00338;1.53972;1.84606
3729186402.012;0.00337;0.27998;1.85236
3729186402.022;0.00335;-1.2947;1.83916
3729186402.032;0.00333;-3.18432;1.85387
3729186402.042;0.00332;-5.07394;1.85535
3729186402.052;0.00337;0.59491;1.84582
3729186402.062;0.00339;1.85466;1.85396
3729186402.072;0.00334;-2.86939;1.8526
3729186402.082;0.00337;0.59491;1.85797
3729186402.092;0.00332;-4.12913;1.86234
3729186402.102;0.00334;-2.86939;1.86776
3729186402.112;0.00339;2.1696;1.89082
3729186402.122;0.00338;0.90985;1.88639
3729186402.132;0.00337;0.59491;1.88646
3729186402.142;0.00341;4.05922;1.90971
3729186402.152;0.00337;0.27998;1.91597
3729186402.162;0.00338;0.90985;1.92324
3729186402.172;0.00331;-5.70381;1.93943
3729186402.182;0.00336;-0.34989;1.91687
3729186402.192;0.00338;1.53972;1.91906
3729186402.202;0.00338;0.90985;1.91074
3729186402.212;0.0033;-6.64862;1.91647
3729186402.222;0.00335;-1.92458;1.91923
3729186402.232;0.00336;-0.34989;1.89256
3729186402.242;0.00338;1.22479;1.88569
3729186402.252;0.00336;-0.66483;1.86908
3729186402.262;0.00354;16.97161;1.86258
3729186402.272;0.0033;-6.33369;1.85911
3729186402.282;0.00332;-5.07394;1.84911
3729186402.292;0.00337;0.27998;1.85819
3729186402.302;0.00335;-1.92458;1.85734
3729186402.312;0.00339;2.1696;1.82972
3729186402.322;0.00339;1.85466;1.81958
3729186402.332;0.00344;7.52352;1.8096
3729186402.342;0.00335;-1.60964;1.79211
3729186402.352;0.00337;0.27998;1.77598
3729186402.362;0.00336;-0.97977;1.75224
3729186402.372;0.00341;4.05922;1.7409
3729186402.382;0.00338;1.22479;1.73062
3729186402.392;0.00357;19.80604;1.71841
